packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
6881,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401049600419,1742834026.615627,2025-03-24 18:33:46.615627
6882,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5213184393,1742834026.6402,2025-03-24 18:33:46.640200
6883,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401049702825,1742834026.718008,2025-03-24 18:33:46.718008
6884,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-87,,,5213286879,1742834026.74268,2025-03-24 18:33:46.742680
6885,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401049805212,1742834026.820439,2025-03-24 18:33:46.820439
6886,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5213389194,1742834026.845012,2025-03-24 18:33:46.845012
6887,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401049907623,1742834026.922597,2025-03-24 18:33:46.922597
6888,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5213491596,1742834026.947388,2025-03-24 18:33:46.947388
6889,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401050010004,1742834027.025212,2025-03-24 18:33:47.025212
6890,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5213593997,1742834027.049764,2025-03-24 18:33:47.049764
6891,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-81,,,,1742834027.0514,2025-03-24 18:33:47.051400
6892,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-81,,,,1742834027.052085,2025-03-24 18:33:47.052085
6893,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401050112426,1742834027.12766,2025-03-24 18:33:47.127660
6894,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5213696398,1742834027.152315,2025-03-24 18:33:47.152315
6895,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-81,,,,1742834027.153432,2025-03-24 18:33:47.153432
6896,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-81,,,,1742834027.154132,2025-03-24 18:33:47.154132
6897,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401050214818,1742834027.230074,2025-03-24 18:33:47.230074
6898,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5213798795,1742834027.254627,2025-03-24 18:33:47.254627
6899,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-27,,,2401050317209,1742834027.332424,2025-03-24 18:33:47.332424
6900,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-27,,,2401050419626,1742834027.434601,2025-03-24 18:33:47.434601
6901,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5214003593,1742834027.459385,2025-03-24 18:33:47.459385
6902,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-27,,,2401050522029,1742834027.537214,2025-03-24 18:33:47.537214
6903,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214105996,1742834027.561832,2025-03-24 18:33:47.561832
6904,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-27,,,2401050626085,1742834027.641302,2025-03-24 18:33:47.641302
6905,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214208398,1742834027.664206,2025-03-24 18:33:47.664206
6906,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-27,,,2401050726824,1742834027.742018,2025-03-24 18:33:47.742018
6907,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-91,,,5214310801,1742834027.766579,2025-03-24 18:33:47.766579
6908,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401050830521,1742834027.845683,2025-03-24 18:33:47.845683
6909,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214413198,1742834027.869009,2025-03-24 18:33:47.869009
6910,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401050931593,1742834027.946819,2025-03-24 18:33:47.946819
6911,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214515593,1742834027.971355,2025-03-24 18:33:47.971355
6912,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051034009,1742834028.049225,2025-03-24 18:33:48.049225
6913,140,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834028.049914,2025-03-24 18:33:48.049914
6914,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214618245,1742834028.073988,2025-03-24 18:33:48.073988
6915,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051136412,1742834028.151571,2025-03-24 18:33:48.151571
6916,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214720399,1742834028.176131,2025-03-24 18:33:48.176131
6917,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051238801,1742834028.253723,2025-03-24 18:33:48.253723
6918,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5214822796,1742834028.278528,2025-03-24 18:33:48.278528
6919,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051341220,1742834028.356398,2025-03-24 18:33:48.356398
6920,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-90,,,5214925197,1742834028.381125,2025-03-24 18:33:48.381125
6921,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051443620,1742834028.458775,2025-03-24 18:33:48.458775
6922,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215027600,1742834028.483338,2025-03-24 18:33:48.483338
6923,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051546030,1742834028.56119,2025-03-24 18:33:48.561190
6924,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5215129997,1742834028.585708,2025-03-24 18:33:48.585708
6925,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051648407,1742834028.663286,2025-03-24 18:33:48.663286
6926,172,ff:ff:ff:ff:ff:ff,02:d8:78:02:45:86,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-67,,,,1742834028.668433,2025-03-24 18:33:48.668433
6927,172,ff:ff:ff:ff:ff:ff,02:d8:78:02:45:86,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-68,,,,1742834028.682894,2025-03-24 18:33:48.682894
6928,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051750819,1742834028.765986,2025-03-24 18:33:48.765986
6929,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215334799,1742834028.790866,2025-03-24 18:33:48.790866
6930,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051853219,1742834028.868313,2025-03-24 18:33:48.868313
6931,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215437195,1742834028.89327,2025-03-24 18:33:48.893270
6932,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401051955614,1742834028.970745,2025-03-24 18:33:48.970745
6933,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5215539599,1742834028.995415,2025-03-24 18:33:48.995415
6934,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052058010,1742834029.073136,2025-03-24 18:33:49.073136
6935,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215641995,1742834029.097686,2025-03-24 18:33:49.097686
6936,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052160430,1742834029.17528,2025-03-24 18:33:49.175280
6937,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215744399,1742834029.200116,2025-03-24 18:33:49.200116
6938,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052264274,1742834029.279356,2025-03-24 18:33:49.279356
6939,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215846820,1742834029.302813,2025-03-24 18:33:49.302813
6940,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834029.377841,2025-03-24 18:33:49.377841
6941,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052365353,1742834029.380471,2025-03-24 18:33:49.380471
6942,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834029.381118,2025-03-24 18:33:49.381118
6943,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5215949199,1742834029.405192,2025-03-24 18:33:49.405192
6944,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834029.476674,2025-03-24 18:33:49.476674
6945,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834029.477439,2025-03-24 18:33:49.477439
6946,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052467602,1742834029.482729,2025-03-24 18:33:49.482729
6947,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216051597,1742834029.507479,2025-03-24 18:33:49.507479
6948,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052569997,1742834029.584887,2025-03-24 18:33:49.584887
6949,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216153999,1742834029.609664,2025-03-24 18:33:49.609664
6950,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052672670,1742834029.687565,2025-03-24 18:33:49.687565
6951,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216256565,1742834029.712307,2025-03-24 18:33:49.712307
6952,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052774827,1742834029.790026,2025-03-24 18:33:49.790026
6953,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216359607,1742834029.815544,2025-03-24 18:33:49.815544
6954,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052877231,1742834029.892136,2025-03-24 18:33:49.892136
6955,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216461631,1742834029.91748,2025-03-24 18:33:49.917480
6956,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401052979620,1742834029.994788,2025-03-24 18:33:49.994788
6957,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216563599,1742834030.019296,2025-03-24 18:33:50.019296
6958,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053082013,1742834030.097159,2025-03-24 18:33:50.097159
6959,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5216666000,1742834030.12173,2025-03-24 18:33:50.121730
6960,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053184422,1742834030.199557,2025-03-24 18:33:50.199557
6961,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216768400,1742834030.224097,2025-03-24 18:33:50.224097
6962,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053286809,1742834030.301953,2025-03-24 18:33:50.301953
6963,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5216870795,1742834030.326474,2025-03-24 18:33:50.326474
6964,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053389211,1742834030.404361,2025-03-24 18:33:50.404361
6965,326,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.406608,2025-03-24 18:33:50.406608
6966,346,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.409229,2025-03-24 18:33:50.409229
6967,187,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.410581,2025-03-24 18:33:50.410581
6968,207,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.412106,2025-03-24 18:33:50.412106
6969,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5216973197,1742834030.428939,2025-03-24 18:33:50.428939
6970,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053491603,1742834030.50674,2025-03-24 18:33:50.506740
6971,192,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.507821,2025-03-24 18:33:50.507821
6972,212,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.51098,2025-03-24 18:33:50.510980
6973,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5217075597,1742834030.531314,2025-03-24 18:33:50.531314
6974,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053594026,1742834030.609203,2025-03-24 18:33:50.609203
6975,187,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.610296,2025-03-24 18:33:50.610296
6976,207,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.611835,2025-03-24 18:33:50.611835
6977,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5217177994,1742834030.633618,2025-03-24 18:33:50.633618
6978,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053696426,1742834030.711288,2025-03-24 18:33:50.711288
6979,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5217280399,1742834030.736228,2025-03-24 18:33:50.736228
6980,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401053798806,1742834030.813841,2025-03-24 18:33:50.813841
6981,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5217382798,1742834030.838456,2025-03-24 18:33:50.838456
6982,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401053901226,1742834030.916368,2025-03-24 18:33:50.916368
6983,187,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.917453,2025-03-24 18:33:50.917453
6984,207,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834030.918945,2025-03-24 18:33:50.918945
6985,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401054003604,1742834031.018695,2025-03-24 18:33:51.018695
6986,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5217587598,1742834031.043224,2025-03-24 18:33:51.043224
6987,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401054106792,1742834031.121776,2025-03-24 18:33:51.121776
6988,447,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834031.124978,2025-03-24 18:33:51.124978
6989,467,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834031.128562,2025-03-24 18:33:51.128562
6990,383,34:36:54:d4:79:03,34:36:54:d4:79:03,01:00:5e:00:00:fb,0x0020,1,1,2412,4,False,False,-37,,,,1742834031.131495,2025-03-24 18:33:51.131495
6991,403,34:36:54:d4:79:03,34:36:54:d4:79:03,33:33:00:00:00:fb,0x0020,1,1,2412,4,False,False,-36,,,,1742834031.134617,2025-03-24 18:33:51.134617
6992,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5217690000,1742834031.145629,2025-03-24 18:33:51.145629
6993,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054209624,1742834031.224699,2025-03-24 18:33:51.224699
6994,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5217792691,1742834031.248329,2025-03-24 18:33:51.248329
6995,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054310826,1742834031.325899,2025-03-24 18:33:51.325899
6996,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5217894799,1742834031.350802,2025-03-24 18:33:51.350802
6997,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054415112,1742834031.43018,2025-03-24 18:33:51.430180
6998,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5217997452,1742834031.45307,2025-03-24 18:33:51.453070
6999,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054515873,1742834031.530904,2025-03-24 18:33:51.530904
7000,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5218099597,1742834031.55539,2025-03-24 18:33:51.555390
7001,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054618020,1742834031.633094,2025-03-24 18:33:51.633094
7002,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834031.701453,2025-03-24 18:33:51.701453
7003,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834031.702209,2025-03-24 18:33:51.702209
7004,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054720416,1742834031.735578,2025-03-24 18:33:51.735578
7005,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5218304719,1742834031.76032,2025-03-24 18:33:51.760320
7006,108,ff:ff:ff:ff:ff:ff,a8:80:55:1a:57:47,ff:ff:ff:ff:ff:ff,0x0004,1,1,2412,4,False,False,-80,,,,1742834031.802412,2025-03-24 18:33:51.802412
7007,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401054823099,1742834031.838112,2025-03-24 18:33:51.838112
7008,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-88,,,5218406793,1742834031.862417,2025-03-24 18:33:51.862417
7009,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401054925213,1742834031.941368,2025-03-24 18:33:51.941368
7010,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5218509198,1742834031.964968,2025-03-24 18:33:51.964968
7011,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-28,,,2401055027611,1742834032.042742,2025-03-24 18:33:52.042742
7012,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5218611597,1742834032.067196,2025-03-24 18:33:52.067196
7013,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401055130002,1742834032.147816,2025-03-24 18:33:52.147816
7014,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5218713998,1742834032.169586,2025-03-24 18:33:52.169586
7015,354,34:36:54:d4:79:03,34:36:54:d4:79:03,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-29,,,2401055232399,1742834032.247422,2025-03-24 18:33:52.247422
7016,269,12:f4:f0:24:b1:92,12:f4:f0:24:b1:92,ff:ff:ff:ff:ff:ff,0x0008,1,1,2412,4,False,False,-89,,,5218816393,1742834032.272188,2025-03-24 18:33:52.272188
