packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,short_gi,signal_strength,bandwidth,mcs_index,spatial_streams_tx_max,tsf_timestamp,timestamp_wireshark,timestamp_readable
1427,209,ff:ff:ff:ff:ff:ff,8e:be:a7:1f:fc:fd,ff:ff:ff:ff:ff:ff,0x0004,1,4,2427,4,False,-91,0x00a0,,,,1742821903.2808373,2025-03-24 15:11:43.280837
1428,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,8e:be:a7:1f:fc:fd,0x0005,1,5,2432,4,False,-65,0x00a0,,,674810933554,1742821903.3737478,2025-03-24 15:11:43.373748
1429,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,8e:be:a7:1f:fc:fd,0x0005,1,5,2432,4,False,-65,0x00a0,,,674810953793,1742821903.3937774,2025-03-24 15:11:43.393777
1430,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674810982787,1742821903.4232342,2025-03-24 15:11:43.423234
1431,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674810984576,1742821903.4247088,2025-03-24 15:11:43.424709
1432,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674810986381,1742821903.4267645,2025-03-24 15:11:43.426764
1433,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674810987816,1742821903.4285781,2025-03-24 15:11:43.428578
1434,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,8e:be:a7:1f:fc:fd,0x0005,1,5,2432,4,False,-65,0x00a0,,,674811031115,1742821903.4713173,2025-03-24 15:11:43.471317
1435,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,8e:be:a7:1f:fc:fd,0x0005,1,5,2432,4,False,-65,0x00a0,,,674811075978,1742821903.516221,2025-03-24 15:11:43.516221
1436,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674811085187,1742821903.5253136,2025-03-24 15:11:43.525314
1437,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674811086976,1742821903.527052,2025-03-24 15:11:43.527052
1438,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674811088781,1742821903.5288808,2025-03-24 15:11:43.528881
1439,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674811090216,1742821903.5306911,2025-03-24 15:11:43.530691
1440,209,ff:ff:ff:ff:ff:ff,8e:be:a7:1f:fc:fd,ff:ff:ff:ff:ff:ff,0x0004,1,5,2432,4,False,-92,0x00a0,,,,1742821903.547265,2025-03-24 15:11:43.547265
1441,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,8e:be:a7:1f:fc:fd,0x0005,1,5,2432,4,False,-65,0x00a0,,,674811109069,1742821903.5490417,2025-03-24 15:11:43.549042
1442,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674811192759,1742821903.6332848,2025-03-24 15:11:43.633285
1443,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674811289987,1742821903.7303405,2025-03-24 15:11:43.730340
1444,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674811291776,1742821903.732194,2025-03-24 15:11:43.732194
1445,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674811293581,1742821903.7340055,2025-03-24 15:11:43.734005
1446,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674811295016,1742821903.7354813,2025-03-24 15:11:43.735481
1447,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674811392387,1742821903.8327322,2025-03-24 15:11:43.832732
1448,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674811394176,1742821903.834541,2025-03-24 15:11:43.834541
1449,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674811395981,1742821903.8363597,2025-03-24 15:11:43.836360
1450,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674811397416,1742821903.8378565,2025-03-24 15:11:43.837857
1451,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,7,2442,4,False,-67,0x00a0,,,674811496576,1742821903.9367125,2025-03-24 15:11:43.936713
1452,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674816515981,1742821904.6929903,2025-03-24 15:11:44.692990
1453,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-75,0x00a0,,,674816517416,1742821904.6947947,2025-03-24 15:11:44.694795
1454,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816819587,1742821904.9963303,2025-03-24 15:11:44.996330
1455,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816821376,1742821904.998092,2025-03-24 15:11:44.998092
1456,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816823181,1742821904.9999068,2025-03-24 15:11:44.999907
1457,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816824616,1742821905.0017097,2025-03-24 15:11:45.001710
1458,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674816921987,1742821905.0990012,2025-03-24 15:11:45.099001
1459,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816923776,1742821905.1004834,2025-03-24 15:11:45.100483
1460,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816925581,1742821905.1023102,2025-03-24 15:11:45.102310
1461,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-74,0x00a0,,,674816927016,1742821905.1041157,2025-03-24 15:11:45.104116
1462,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-74,0x00a0,,,674817028445,1742821905.2052047,2025-03-24 15:11:45.205205
1463,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-73,0x00a0,,,674817129187,1742821905.3061604,2025-03-24 15:11:45.306160
1464,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-73,0x00a0,,,674817130976,1742821905.3076985,2025-03-24 15:11:45.307698
1465,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-73,0x00a0,,,674817230491,1742821905.407229,2025-03-24 15:11:45.407229
1466,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123047117038,1742821906.0579143,2025-03-24 15:11:46.057914
1467,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123047117726,1742821906.058604,2025-03-24 15:11:46.058604
1468,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123047118455,1742821906.059266,2025-03-24 15:11:46.059266
1469,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24123047219438,1742821906.1602957,2025-03-24 15:11:46.160296
1470,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24123047220855,1742821906.1616917,2025-03-24 15:11:46.161692
1471,223,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-70,0x00a0,,,,1742821906.7452803,2025-03-24 15:11:46.745280
1472,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-69,0x00a0,,,674814367244,1742821906.8079965,2025-03-24 15:11:46.807997
1473,316,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-69,0x00a0,,,,1742821906.8123631,2025-03-24 15:11:46.812363
1474,182,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:01,0x0020,1,4,2427,4,False,-69,0x00a0,,,,1742821906.8156645,2025-03-24 15:11:46.815665
1475,217,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-68,0x00a0,,,,1742821906.8186612,2025-03-24 15:11:46.818661
1476,614,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-70,0x00a0,,,,1742821906.8272908,2025-03-24 15:11:46.827291
1477,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-68,0x00a0,,,674814466249,1742821906.9063666,2025-03-24 15:11:46.906367
1478,254,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-68,0x00a0,,,,1742821906.912154,2025-03-24 15:11:46.912154
1479,666,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-68,0x00a0,,,,1742821906.9201741,2025-03-24 15:11:46.920174
1480,447,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,4,2427,4,False,-68,0x00a0,,,,1742821906.923586,2025-03-24 15:11:46.923586
1481,257,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:7f:ff:fa,0x0020,1,4,2427,4,False,-69,0x00a0,,,,1742821906.9275906,2025-03-24 15:11:46.927591
1482,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674814566787,1742821907.0070968,2025-03-24 15:11:47.007097
1483,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674814568576,1742821907.0089014,2025-03-24 15:11:47.008901
1484,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674814570381,1742821907.0107307,2025-03-24 15:11:47.010731
1485,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674814571816,1742821907.0125356,2025-03-24 15:11:47.012536
1486,318,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-67,0x00a0,,,,1742821907.0148914,2025-03-24 15:11:47.014891
1487,186,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-67,0x00a0,,,,1742821907.0159822,2025-03-24 15:11:47.015982
1488,177,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-67,0x00a0,,,,1742821907.0172932,2025-03-24 15:11:47.017293
1489,257,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:7f:ff:fa,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.019248,2025-03-24 15:11:47.019248
1490,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,72:aa:bc:cd:69:7b,0x0005,1,5,2432,4,False,-68,0x00a0,,,674814608666,1742821907.048678,2025-03-24 15:11:47.048678
1491,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,7e:72:13:40:72:e2,0x0005,1,5,2432,4,False,-68,0x00a0,,,674814620210,1742821907.060177,2025-03-24 15:11:47.060177
1492,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,72:aa:bc:cd:69:7b,0x0005,1,5,2432,4,False,-68,0x00a0,,,674814629778,1742821907.0697153,2025-03-24 15:11:47.069715
1493,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674814669187,1742821907.1094818,2025-03-24 15:11:47.109482
1494,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674814670976,1742821907.1113348,2025-03-24 15:11:47.111335
1495,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-67,0x00a0,,,674814672781,1742821907.113146,2025-03-24 15:11:47.113146
1496,820,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.121299,2025-03-24 15:11:47.121299
1497,264,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.1230254,2025-03-24 15:11:47.123025
1498,258,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.126849,2025-03-24 15:11:47.126849
1499,177,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.1281607,2025-03-24 15:11:47.128161
1500,269,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:7f:ff:fa,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.132101,2025-03-24 15:11:47.132101
1501,217,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.137708,2025-03-24 15:11:47.137708
1502,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674814773376,1742821907.213508,2025-03-24 15:11:47.213508
1503,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-68,0x00a0,,,674814775181,1742821907.215269,2025-03-24 15:11:47.215269
1504,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-69,0x00a0,,,674814776616,1742821907.2170706,2025-03-24 15:11:47.217071
1505,349,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-69,0x00a0,,,,1742821907.219697,2025-03-24 15:11:47.219697
1506,254,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.2239964,2025-03-24 15:11:47.223996
1507,243,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-69,0x00a0,,,,1742821907.2281506,2025-03-24 15:11:47.228151
1508,820,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,5,2432,4,False,-68,0x00a0,,,,1742821907.2344425,2025-03-24 15:11:47.234442
1509,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674814873987,1742821907.3141005,2025-03-24 15:11:47.314101
1510,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674814875776,1742821907.3161242,2025-03-24 15:11:47.316124
1511,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674814877581,1742821907.3179607,2025-03-24 15:11:47.317961
1512,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674814879016,1742821907.3197024,2025-03-24 15:11:47.319702
1513,308,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.322027,2025-03-24 15:11:47.322027
1514,246,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3238392,2025-03-24 15:11:47.323839
1515,275,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.3259044,2025-03-24 15:11:47.325904
1516,486,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.3296165,2025-03-24 15:11:47.329617
1517,240,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.3312013,2025-03-24 15:11:47.331201
1518,278,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3335333,2025-03-24 15:11:47.333533
1519,258,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.335209,2025-03-24 15:11:47.335209
1520,695,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3406305,2025-03-24 15:11:47.340631
1521,242,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3424082,2025-03-24 15:11:47.342408
1522,269,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:7f:ff:fa,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.3444471,2025-03-24 15:11:47.344447
1523,244,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.3462882,2025-03-24 15:11:47.346288
1524,182,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:01,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3476143,2025-03-24 15:11:47.347614
1525,294,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.3498192,2025-03-24 15:11:47.349819
1526,216,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.351396,2025-03-24 15:11:47.351396
1527,666,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3566234,2025-03-24 15:11:47.356623
1528,307,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:7f:ff:fa,0x0020,1,6,2437,4,False,-67,0x00a0,,,,1742821907.3589983,2025-03-24 15:11:47.358998
1529,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674814976387,1742821907.4167383,2025-03-24 15:11:47.416738
1530,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674814978176,1742821907.4185243,2025-03-24 15:11:47.418524
1531,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674814979981,1742821907.42034,2025-03-24 15:11:47.420340
1532,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674814981416,1742821907.4221268,2025-03-24 15:11:47.422127
1533,240,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.4238706,2025-03-24 15:11:47.423871
1534,291,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.4260535,2025-03-24 15:11:47.426054
1535,242,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.427836,2025-03-24 15:11:47.427836
1536,727,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-65,0x00a0,,,,1742821907.4335415,2025-03-24 15:11:47.433542
1537,299,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:7f:ff:fa,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.43584,2025-03-24 15:11:47.435840
1538,384,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.4385881,2025-03-24 15:11:47.438588
1539,217,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,6,2437,4,False,-66,0x00a0,,,,1742821907.4402483,2025-03-24 15:11:47.440248
1540,224,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,7,2442,4,False,-68,0x00a0,,,,1742821907.5284898,2025-03-24 15:11:47.528490
1541,212,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,7,2442,4,False,-69,0x00a0,,,,1742821907.53035,2025-03-24 15:11:47.530350
1542,270,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,7,2442,4,False,-69,0x00a0,,,,1742821907.5320024,2025-03-24 15:11:47.532002
1543,461,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,7,2442,4,False,-69,0x00a0,,,,1742821907.537292,2025-03-24 15:11:47.537292
1544,258,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,7,2442,4,False,-68,0x00a0,,,,1742821907.7470071,2025-03-24 15:11:47.747007
1545,383,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,7,2442,4,False,-68,0x00a0,,,,1742821907.7498863,2025-03-24 15:11:47.749886
1546,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-70,0x00a0,,,674815389581,1742821907.8300078,2025-03-24 15:11:47.830008
1547,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,8,2447,4,False,-69,0x00a0,,,674815391016,1742821907.8317525,2025-03-24 15:11:47.831753
1548,182,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:01,0x0020,1,8,2447,4,False,-71,0x00a0,,,,1742821907.8354373,2025-03-24 15:11:47.835437
1549,477,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,8,2447,4,False,-70,0x00a0,,,,1742821907.8390899,2025-03-24 15:11:47.839090
1550,200,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:fb,0x0020,1,8,2447,4,False,-70,0x00a0,,,,1742821907.8405464,2025-03-24 15:11:47.840546
1551,215,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0020,1,8,2447,4,False,-70,0x00a0,,,,1742821907.8429742,2025-03-24 15:11:47.842974
1552,182,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,01:00:5e:00:00:01,0x0020,1,8,2447,4,False,-70,0x00a0,,,,1742821907.8442593,2025-03-24 15:11:47.844259
