packet_number,length,bssid,ta,ra,fc_type_subtype,data_rate,channel,frequency,phy,short_gi,signal_strength,bandwidth,mcs_index,spatial_streams_tx_max,tsf_timestamp,timestamp_wireshark,timestamp_readable
1302,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123036365038,1742821895.306027,2025-03-24 15:11:35.306027
1303,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123036365726,1742821895.3067153,2025-03-24 15:11:35.306715
1304,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123036366455,1742821895.307409,2025-03-24 15:11:35.307409
1305,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-72,0x00a0,,,674803509376,1742821895.9495044,2025-03-24 15:11:35.949504
1306,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674804019587,1742821896.4596882,2025-03-24 15:11:36.459688
1307,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674804021376,1742821896.461464,2025-03-24 15:11:36.461464
1308,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674804023181,1742821896.4632807,2025-03-24 15:11:36.463281
1309,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674804024616,1742821896.4651191,2025-03-24 15:11:36.465119
1310,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674804121987,1742821896.562335,2025-03-24 15:11:36.562335
1311,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674804123776,1742821896.5638633,2025-03-24 15:11:36.563863
1312,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674804125581,1742821896.5657039,2025-03-24 15:11:36.565704
1313,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674804127016,1742821896.5675087,2025-03-24 15:11:36.567509
1314,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-78,0x00a0,,,674809042216,1742821897.2193406,2025-03-24 15:11:37.219341
1315,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-79,0x00a0,,,674809143181,1742821897.3199298,2025-03-24 15:11:37.319930
1316,235,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,0e:a6:99:a9:73:46,0x0005,1,10,2457,4,False,-76,0x00a0,,,674809238680,1742821897.41554,2025-03-24 15:11:37.415540
1317,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674809241987,1742821897.4190118,2025-03-24 15:11:37.419012
1318,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674809247016,1742821897.4243562,2025-03-24 15:11:37.424356
1319,235,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,0e:a6:99:a9:73:46,0x0005,1,10,2457,4,False,-76,0x00a0,,,674809259858,1742821897.4364815,2025-03-24 15:11:37.436481
1320,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674809344387,1742821897.5211215,2025-03-24 15:11:37.521122
1321,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,10,2457,4,False,-76,0x00a0,,,674809450381,1742821897.6271262,2025-03-24 15:11:37.627126
1322,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674809549187,1742821897.725955,2025-03-24 15:11:37.725955
1323,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674809550976,1742821897.727684,2025-03-24 15:11:37.727684
1324,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674809552781,1742821897.7294998,2025-03-24 15:11:37.729500
1325,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-77,0x00a0,,,674809554216,1742821897.7313166,2025-03-24 15:11:37.731317
1326,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674809651587,1742821897.8285794,2025-03-24 15:11:37.828579
1327,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674809653376,1742821897.8300607,2025-03-24 15:11:37.830061
1328,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674809655181,1742821897.8319051,2025-03-24 15:11:37.831905
1329,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-76,0x00a0,,,674809656616,1742821897.8337116,2025-03-24 15:11:37.833712
1330,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-81,0x00a0,,,674810163587,1742821898.3403382,2025-03-24 15:11:38.340338
1331,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-81,0x00a0,,,674810165376,1742821898.3420854,2025-03-24 15:11:38.342085
1332,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-81,0x00a0,,,674810168616,1742821898.3457236,2025-03-24 15:11:38.345724
1333,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123039847326,1742821898.7883005,2025-03-24 15:11:38.788301
1334,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-88,0x00a0,,,24123039848055,1742821898.7889516,2025-03-24 15:11:38.788952
1335,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123039949074,1742821898.8900783,2025-03-24 15:11:38.890078
1336,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123039949762,1742821898.8907135,2025-03-24 15:11:38.890713
1337,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123039950491,1742821898.8914075,2025-03-24 15:11:38.891407
1338,120,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-77,0x00a0,,,,1742821899.3596306,2025-03-24 15:11:39.359631
1339,122,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.3604314,2025-03-24 15:11:39.360431
1340,116,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.361418,2025-03-24 15:11:39.361418
1341,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.3617024,2025-03-24 15:11:39.361702
1342,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.3627517,2025-03-24 15:11:39.362752
1343,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.3636096,2025-03-24 15:11:39.363610
1344,126,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-77,0x00a0,,,,1742821899.3643713,2025-03-24 15:11:39.364371
1345,118,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.365359,2025-03-24 15:11:39.365359
1346,120,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-82,0x00a0,,,,1742821899.385244,2025-03-24 15:11:39.385244
1347,122,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-82,0x00a0,,,,1742821899.3859146,2025-03-24 15:11:39.385915
1348,116,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-81,0x00a0,,,,1742821899.386671,2025-03-24 15:11:39.386671
1349,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-82,0x00a0,,,,1742821899.3875005,2025-03-24 15:11:39.387501
1350,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-81,0x00a0,,,,1742821899.3882976,2025-03-24 15:11:39.388298
1351,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-81,0x00a0,,,,1742821899.3891287,2025-03-24 15:11:39.389129
1352,126,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-82,0x00a0,,,,1742821899.3899624,2025-03-24 15:11:39.389962
1353,118,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-83,0x00a0,,,,1742821899.3907046,2025-03-24 15:11:39.390705
1354,127,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-82,0x00a0,,,,1742821899.3915215,2025-03-24 15:11:39.391521
1355,120,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-82,0x00a0,,,,1742821899.3922791,2025-03-24 15:11:39.392279
1356,110,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-80,0x00a0,,,,1742821899.3929713,2025-03-24 15:11:39.392971
1357,120,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.4110022,2025-03-24 15:11:39.411002
1358,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-77,0x00a0,,,,1742821899.4148438,2025-03-24 15:11:39.414844
1359,124,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,3,2422,4,False,-78,0x00a0,,,,1742821899.4156427,2025-03-24 15:11:39.415643
1360,118,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,4,2427,4,False,-76,0x00a0,,,,1742821899.5090394,2025-03-24 15:11:39.509039
1361,127,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,4,2427,4,False,-69,0x00a0,,,,1742821899.5095968,2025-03-24 15:11:39.509597
1362,120,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,4,2427,4,False,-69,0x00a0,,,,1742821899.510365,2025-03-24 15:11:39.510365
1363,110,ff:ff:ff:ff:ff:ff,a4:45:19:0e:8d:e9,ff:ff:ff:ff:ff:ff,0x0004,1,4,2427,4,False,-70,0x00a0,,,,1742821899.5110676,2025-03-24 15:11:39.511068
1364,66,,,f4:2e:7f:2e:92:a0,0x001d,1,4,2427,4,False,-79,0x00a0,,,,1742821899.5445895,2025-03-24 15:11:39.544590
1365,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674807299619,1742821899.7397637,2025-03-24 15:11:39.739764
1366,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674807301424,1742821899.741565,2025-03-24 15:11:39.741565
1367,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674807302859,1742821899.7436273,2025-03-24 15:11:39.743627
1368,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674807502976,1742821899.9433062,2025-03-24 15:11:39.943306
1369,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,5,2432,4,False,-65,0x00a0,,,674807506216,1742821899.9469976,2025-03-24 15:11:39.946998
1370,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674807603587,1742821900.0436978,2025-03-24 15:11:40.043698
1371,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674807605376,1742821900.0454736,2025-03-24 15:11:40.045474
1372,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-65,0x00a0,,,674807607181,1742821900.047292,2025-03-24 15:11:40.047292
1373,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674807608616,1742821900.0491374,2025-03-24 15:11:40.049137
1374,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674807706813,1742821900.1471891,2025-03-24 15:11:40.147189
1375,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674807708602,1742821900.149016,2025-03-24 15:11:40.149016
1376,254,f4:2e:7f:2e:92:a2,f4:2e:7f:2e:92:a2,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674807710407,1742821900.1508062,2025-03-24 15:11:40.150806
1377,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-66,0x00a0,,,674807711842,1742821900.1523097,2025-03-24 15:11:40.152310
1378,235,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,0e:a6:99:a9:73:46,0x0005,1,6,2437,4,False,-66,0x00a0,,,674807714066,1742821900.1543324,2025-03-24 15:11:40.154332
1379,250,f4:2e:7f:2e:92:a0,f4:2e:7f:2e:92:a0,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674807808387,1742821900.2488465,2025-03-24 15:11:40.248847
1380,252,f4:2e:7f:2e:92:a1,f4:2e:7f:2e:92:a1,ff:ff:ff:ff:ff:ff,0x0008,1,6,2437,4,False,-67,0x00a0,,,674807810176,1742821900.2503266,2025-03-24 15:11:40.250327
1381,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,9,2452,4,False,-80,0x00a0,,,674812626216,1742821900.8035932,2025-03-24 15:11:40.803593
1382,208,ff:ff:ff:ff:ff:ff,60:6e:e8:2d:ed:89,ff:ff:ff:ff:ff:ff,0x0004,5.5,10,2457,4,False,-73,0x00a0,,,,1742821901.2393093,2025-03-24 15:11:41.239309
1383,208,ff:ff:ff:ff:ff:ff,60:6e:e8:2d:ed:89,ff:ff:ff:ff:ff:ff,0x0004,5.5,11,2462,4,False,-70,0x00a0,,,,1742821901.3016617,2025-03-24 15:11:41.301662
1384,235,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,60:6e:e8:2d:ed:89,0x0005,1,11,2462,4,False,-72,0x00a0,,,674813126956,1742821901.3035295,2025-03-24 15:11:41.303530
1385,66,,,7c:57:3c:19:79:c0,0x001d,1,11,2462,4,False,-70,0x00a0,,,,1742821901.3038447,2025-03-24 15:11:41.303845
1386,237,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,60:6e:e8:2d:ed:89,0x0005,1,11,2462,4,False,-72,0x00a0,,,674813129006,1742821901.305597,2025-03-24 15:11:41.305597
1387,66,,,7c:57:3c:19:79:c1,0x001d,1,11,2462,4,False,-71,0x00a0,,,,1742821901.3059113,2025-03-24 15:11:41.305911
1388,239,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,60:6e:e8:2d:ed:89,0x0005,1,11,2462,4,False,-73,0x00a0,,,674813131071,1742821901.3076978,2025-03-24 15:11:41.307698
1389,66,,,7c:57:3c:19:79:c2,0x001d,1,11,2462,4,False,-71,0x00a0,,,,1742821901.3080173,2025-03-24 15:11:41.308017
1390,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-72,0x00a0,,,674813133187,1742821901.3099012,2025-03-24 15:11:41.309901
1391,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674813134976,1742821901.3117075,2025-03-24 15:11:41.311707
1392,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-72,0x00a0,,,674813136781,1742821901.313527,2025-03-24 15:11:41.313527
1393,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-73,0x00a0,,,674813138216,1742821901.315335,2025-03-24 15:11:41.315335
1394,237,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,60:6e:e8:2d:ed:89,0x0005,1,11,2462,4,False,-73,0x00a0,,,674813140440,1742821901.3170369,2025-03-24 15:11:41.317037
1395,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-72,0x00a0,,,674813235587,1742821901.4125807,2025-03-24 15:11:41.412581
1396,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-72,0x00a0,,,674813237376,1742821901.4140723,2025-03-24 15:11:41.414072
1397,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-71,0x00a0,,,674813239181,1742821901.4159071,2025-03-24 15:11:41.415907
1398,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-72,0x00a0,,,674813240616,1742821901.4177132,2025-03-24 15:11:41.417713
1399,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-70,0x00a0,,,674813337987,1742821901.5150135,2025-03-24 15:11:41.515013
1400,252,7c:57:3c:19:79:c1,7c:57:3c:19:79:c1,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-70,0x00a0,,,674813339776,1742821901.5164618,2025-03-24 15:11:41.516462
1401,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-70,0x00a0,,,674813341581,1742821901.5182872,2025-03-24 15:11:41.518287
1402,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,11,2462,4,False,-70,0x00a0,,,674813343016,1742821901.5201132,2025-03-24 15:11:41.520113
1403,254,7c:57:3c:19:79:c2,7c:57:3c:19:79:c2,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-71,0x00a0,,,674813443981,1742821901.6209855,2025-03-24 15:11:41.620986
1404,252,7c:57:3c:19:79:c3,7c:57:3c:19:79:c3,ff:ff:ff:ff:ff:ff,0x0008,1,12,2467,4,False,-70,0x00a0,,,674813445416,1742821901.6224914,2025-03-24 15:11:41.622491
1405,250,7c:57:3c:19:79:c0,7c:57:3c:19:79:c0,ff:ff:ff:ff:ff:ff,0x0008,1,13,2472,4,False,-74,0x00a0,,,674813645220,1742821901.8219254,2025-03-24 15:11:41.821925
1406,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123043430671,1742821902.3718328,2025-03-24 15:11:42.371833
1407,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123043431350,1742821902.3726168,2025-03-24 15:11:42.372617
1408,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123043432079,1742821902.3729773,2025-03-24 15:11:42.372977
1409,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24123043533038,1742821902.4739244,2025-03-24 15:11:42.473924
1410,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24123043533717,1742821902.4746366,2025-03-24 15:11:42.474637
1411,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123043534446,1742821902.4753218,2025-03-24 15:11:42.475322
1412,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-87,0x00a0,,,24123043569582,1742821902.5104833,2025-03-24 15:11:42.510483
1413,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-86,0x00a0,,,24123043570825,1742821902.5117354,2025-03-24 15:11:42.511735
1414,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-86,0x00a0,,,24123043572081,1742821902.5129604,2025-03-24 15:11:42.512960
1415,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-86,0x00a0,,,24123043573277,1742821902.514137,2025-03-24 15:11:42.514137
1416,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-87,0x00a0,,,24123043574492,1742821902.5153954,2025-03-24 15:11:42.515395
1417,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-86,0x00a0,,,24123043575746,1742821902.5166178,2025-03-24 15:11:42.516618
1418,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-86,0x00a0,,,24123043591259,1742821902.5324016,2025-03-24 15:11:42.532402
1419,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-87,0x00a0,,,24123043592569,1742821902.533472,2025-03-24 15:11:42.533472
1420,359,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-87,0x00a0,,,24123043593869,1742821902.5347245,2025-03-24 15:11:42.534724
1421,355,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-86,0x00a0,,,24123043595124,1742821902.5359864,2025-03-24 15:11:42.535986
1422,383,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,6e:d4:1e:cc:de:42,0x0005,5.5,1,2412,4,False,-87,0x00a0,,,24123043596316,1742821902.5376823,2025-03-24 15:11:42.537682
1423,361,04:e7:95:1d:b2:b0,04:e7:95:1d:b2:b0,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-86,0x00a0,,,24123043635438,1742821902.5766149,2025-03-24 15:11:42.576615
1424,389,04:e7:95:1d:b2:b1,04:e7:95:1d:b2:b1,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123043636117,1742821902.5770125,2025-03-24 15:11:42.577013
1425,365,04:e7:95:1d:b2:b2,04:e7:95:1d:b2:b2,ff:ff:ff:ff:ff:ff,0x0008,5.5,1,2412,4,False,-87,0x00a0,,,24123043636846,1742821902.5776963,2025-03-24 15:11:42.577696
1426,252,f4:2e:7f:2e:92:a3,f4:2e:7f:2e:92:a3,ff:ff:ff:ff:ff:ff,0x0008,1,4,2427,4,False,-70,0x00a0,,,674810783016,1742821903.2235138,2025-03-24 15:11:43.223514
