packet_number,length,bssid,ta,ra,fc_type_subtype,fc_type,data_rate,channel,frequency,phy,retry,short_gi,signal_strength,bandwidth,mcs_index,tsf_timestamp,timestamp_wireshark,timestamp_readable
12372,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650281.947085,2020-07-13 17:24:41.947085
12373,167,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650281.955079,2020-07-13 17:24:41.955079
12374,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650281.9797,2020-07-13 17:24:41.979700
12375,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650281.979707,2020-07-13 17:24:41.979707
12376,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-34,,15,,1594650281.979714,2020-07-13 17:24:41.979714
12377,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650281.979721,2020-07-13 17:24:41.979721
12378,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650281.982325,2020-07-13 17:24:41.982325
12379,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650281.982332,2020-07-13 17:24:41.982332
12380,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,130,1,2412,7,False,False,-32,,15,,1594650281.982339,2020-07-13 17:24:41.982339
12381,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650281.982346,2020-07-13 17:24:41.982346
12382,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650281.985324,2020-07-13 17:24:41.985324
12383,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650281.985332,2020-07-13 17:24:41.985332
12384,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650281.985339,2020-07-13 17:24:41.985339
12385,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650281.985345,2020-07-13 17:24:41.985345
12386,1379,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650281.99183,2020-07-13 17:24:41.991830
12387,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-36,,,,1594650281.991837,2020-07-13 17:24:41.991837
12388,1379,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650281.991846,2020-07-13 17:24:41.991846
12389,1365,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,,,15,,1594650281.991852,2020-07-13 17:24:41.991852
12390,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650281.991859,2020-07-13 17:24:41.991859
12391,143,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-28,,15,,1594650281.991866,2020-07-13 17:24:41.991866
12392,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650281.991872,2020-07-13 17:24:41.991872
12393,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650281.991878,2020-07-13 17:24:41.991878
12394,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650281.991884,2020-07-13 17:24:41.991884
12395,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-32,,15,,1594650281.991891,2020-07-13 17:24:41.991891
12396,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650281.991909,2020-07-13 17:24:41.991909
12397,1379,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650281.998583,2020-07-13 17:24:41.998583
12398,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-36,,,,1594650281.998591,2020-07-13 17:24:41.998591
12399,1379,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650281.998601,2020-07-13 17:24:41.998601
12400,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650281.998607,2020-07-13 17:24:41.998607
12401,1379,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650281.998615,2020-07-13 17:24:41.998615
12402,187,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,,,15,,1594650281.998619,2020-07-13 17:24:41.998619
12403,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-34,,,,1594650281.998626,2020-07-13 17:24:41.998626
12404,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650281.999701,2020-07-13 17:24:41.999701
12405,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650281.999708,2020-07-13 17:24:41.999708
12406,249,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-32,,15,,1594650281.999716,2020-07-13 17:24:41.999716
12407,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650281.999722,2020-07-13 17:24:41.999722
12408,317,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,ff:ff:ff:ff:ff:ff,0x0008,0,9,1,2412,6,False,False,-34,,,700416124,1594650281.999734,2020-07-13 17:24:41.999734
12409,129,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0028,2,130,1,2412,7,False,False,-26,,15,,1594650282.0092,2020-07-13 17:24:42.009200
12410,64,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0019,1,9,1,2412,6,False,False,-32,,,,1594650282.009207,2020-07-13 17:24:42.009207
12411,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-32,,,,1594650282.027592,2020-07-13 17:24:42.027592
12412,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650282.027601,2020-07-13 17:24:42.027601
12413,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.027608,2020-07-13 17:24:42.027608
12414,121,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.027613,2020-07-13 17:24:42.027613
12415,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650282.027619,2020-07-13 17:24:42.027619
12416,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-36,,,,1594650282.032331,2020-07-13 17:24:42.032331
12417,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650282.032338,2020-07-13 17:24:42.032338
12418,135,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.032345,2020-07-13 17:24:42.032345
12419,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650282.032352,2020-07-13 17:24:42.032352
12420,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-36,,,,1594650282.038953,2020-07-13 17:24:42.038953
12421,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-32,,,,1594650282.03896,2020-07-13 17:24:42.038960
12422,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.038968,2020-07-13 17:24:42.038968
12423,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.038974,2020-07-13 17:24:42.038974
12424,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.038982,2020-07-13 17:24:42.038982
12425,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.038988,2020-07-13 17:24:42.038988
12426,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-32,,,,1594650282.038995,2020-07-13 17:24:42.038995
12427,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650282.039008,2020-07-13 17:24:42.039008
12428,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650282.039014,2020-07-13 17:24:42.039014
12429,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.039034,2020-07-13 17:24:42.039034
12430,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.039951,2020-07-13 17:24:42.039951
12431,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.039958,2020-07-13 17:24:42.039958
12432,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.039963,2020-07-13 17:24:42.039963
12433,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.039969,2020-07-13 17:24:42.039969
12434,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650282.039977,2020-07-13 17:24:42.039977
12435,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-36,,,,1594650282.03999,2020-07-13 17:24:42.039990
12436,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650282.039996,2020-07-13 17:24:42.039996
12437,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.040004,2020-07-13 17:24:42.040004
12438,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.040011,2020-07-13 17:24:42.040011
12439,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.040016,2020-07-13 17:24:42.040016
12440,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.040034,2020-07-13 17:24:42.040034
12441,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041077,2020-07-13 17:24:42.041077
12442,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-36,,,,1594650282.041085,2020-07-13 17:24:42.041085
12443,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-36,,,,1594650282.041101,2020-07-13 17:24:42.041101
12444,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-32,,,,1594650282.041107,2020-07-13 17:24:42.041107
12445,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-32,,15,,1594650282.041116,2020-07-13 17:24:42.041116
12446,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041125,2020-07-13 17:24:42.041125
12447,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041132,2020-07-13 17:24:42.041132
12448,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041138,2020-07-13 17:24:42.041138
12449,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041157,2020-07-13 17:24:42.041157
12450,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041164,2020-07-13 17:24:42.041164
12451,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.04117,2020-07-13 17:24:42.041170
12452,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.041177,2020-07-13 17:24:42.041177
12453,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042077,2020-07-13 17:24:42.042077
12454,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042084,2020-07-13 17:24:42.042084
12455,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042091,2020-07-13 17:24:42.042091
12456,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042096,2020-07-13 17:24:42.042096
12457,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042102,2020-07-13 17:24:42.042102
12458,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042108,2020-07-13 17:24:42.042108
12459,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042114,2020-07-13 17:24:42.042114
12460,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.04212,2020-07-13 17:24:42.042120
12461,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042126,2020-07-13 17:24:42.042126
12462,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.042135,2020-07-13 17:24:42.042135
12463,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-32,,,,1594650282.042142,2020-07-13 17:24:42.042142
12464,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-36,,,,1594650282.042167,2020-07-13 17:24:42.042167
12465,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-36,,,,1594650282.043082,2020-07-13 17:24:42.043082
12466,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.043091,2020-07-13 17:24:42.043091
12467,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043097,2020-07-13 17:24:42.043097
12468,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043103,2020-07-13 17:24:42.043103
12469,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043109,2020-07-13 17:24:42.043109
12470,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043115,2020-07-13 17:24:42.043115
12471,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043121,2020-07-13 17:24:42.043121
12472,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043127,2020-07-13 17:24:42.043127
12473,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043133,2020-07-13 17:24:42.043133
12474,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043139,2020-07-13 17:24:42.043139
12475,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043156,2020-07-13 17:24:42.043156
12476,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043162,2020-07-13 17:24:42.043162
12477,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.043169,2020-07-13 17:24:42.043169
12478,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044221,2020-07-13 17:24:42.044221
12479,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044228,2020-07-13 17:24:42.044228
12480,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044233,2020-07-13 17:24:42.044233
12481,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044238,2020-07-13 17:24:42.044238
12482,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044247,2020-07-13 17:24:42.044247
12483,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044253,2020-07-13 17:24:42.044253
12484,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044259,2020-07-13 17:24:42.044259
12485,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044265,2020-07-13 17:24:42.044265
12486,1051,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044284,2020-07-13 17:24:42.044284
12487,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.04429,2020-07-13 17:24:42.044290
12488,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044295,2020-07-13 17:24:42.044295
12489,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044301,2020-07-13 17:24:42.044301
12490,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044307,2020-07-13 17:24:42.044307
12491,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.044313,2020-07-13 17:24:42.044313
12492,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045202,2020-07-13 17:24:42.045202
12493,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045209,2020-07-13 17:24:42.045209
12494,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045215,2020-07-13 17:24:42.045215
12495,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045221,2020-07-13 17:24:42.045221
12496,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045226,2020-07-13 17:24:42.045226
12497,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045232,2020-07-13 17:24:42.045232
12498,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045238,2020-07-13 17:24:42.045238
12499,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.045243,2020-07-13 17:24:42.045243
12500,64,,00:20:a6:fc:b0:36,2c:f8:9b:dd:06:a0,0x0019,1,6,1,2412,6,False,False,-34,,,,1594650282.045251,2020-07-13 17:24:42.045251
12501,52,,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x001b,1,9,1,2412,6,False,False,-34,,,,1594650282.045268,2020-07-13 17:24:42.045268
12502,46,,,2c:f8:9b:dd:06:a0,0x001c,1,6,1,2412,6,False,False,-34,,,,1594650282.045285,2020-07-13 17:24:42.045285
12503,1379,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,-34,,15,,1594650282.04633,2020-07-13 17:24:42.046330
12504,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046337,2020-07-13 17:24:42.046337
12505,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046345,2020-07-13 17:24:42.046345
12506,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.04635,2020-07-13 17:24:42.046350
12507,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046356,2020-07-13 17:24:42.046356
12508,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046362,2020-07-13 17:24:42.046362
12509,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046368,2020-07-13 17:24:42.046368
12510,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046374,2020-07-13 17:24:42.046374
12511,1365,2c:f8:9b:dd:06:a0,2c:f8:9b:dd:06:a0,00:20:a6:fc:b0:36,0x0028,2,144.444,1,2412,7,False,True,,,15,,1594650282.046379,2020-07-13 17:24:42.046379
